# instance	turn-cost	dist-cost	CC-or-T	ObjValue	Runtime(ms)
geom_450_3	1	0	CC	-	-
geom_450_4	1	0	CC	-	-
geom_450_5	1	0	CC	-	-
geom_450_6	1	0	CC	-	-
geom_450_7	1	0	CC	588.92	900574
geom_450_8	1	0	CC	428.007	900686
geom_450_9	1	0	CC	176.625	900791
geom_50_0	1	0	CC	34.7848	167
geom_500_0	1	0	CC	-	-
geom_500_1	1	0	CC	-	-
geom_500_2	1	0	CC	452.499	900251
geom_500_3	1	0	CC	-	-
geom_500_4	1	0	CC	-	-
geom_500_5	1	0	CC	-	-
geom_500_6	1	0	CC	-	-
geom_500_7	1	0	CC	-	-
geom_500_8	1	0	CC	-	-
geom_500_9	1	0	CC	-	-
geom_50_1	1	0	CC	35.4633	543
geom_50_2	1	0	CC	36.6203	614
geom_50_3	1	0	CC	37.4842	310
geom_50_4	1	0	CC	38.7589	774
geom_50_5	1	0	CC	36.8282	361
geom_50_6	1	0	CC	32.7047	595
geom_50_7	1	0	CC	-	-
geom_50_8	1	0	CC	34.5431	419
geom_50_9	1	0	CC	37.924	663
geom_100_0	1	0	CC	58.1737	2752
geom_100_1	1	0	CC	59.1727	4305
geom_100_2	1	0	CC	59.2478	5317
geom_100_0	1	0	T	58.1737	1937
geom_100_1	1	0	T	59.1727	3216
geom_100_2	1	0	T	59.2733	7859
geom_100_3	1	0	T	61.1225	29868
geom_100_4	1	0	T	57.1626	3959
geom_100_5	1	0	T	60.4877	9411
geom_100_6	1	0	T	60.5159	21048
geom_100_7	1	0	T	58.8478	7420
geom_100_8	1	0	T	59.2372	13534
geom_100_9	1	0	T	58.1826	15302
geom_150_0	1	0	T	78.9174	174606
geom_150_1	1	0	T	77.359	138373
geom_150_2	1	0	T	81.3789	145083
geom_150_3	1	0	T	79.8914	73274
geom_150_4	1	0	T	78.0155	102012
geom_150_5	1	0	T	74.7884	70037
geom_150_6	1	0	T	76.3124	73772
geom_150_7	1	0	T	79.2993	93917
geom_150_8	1	0	T	78.0511	67447
geom_150_9	1	0	T	75.709	96061
geom_200_0	1	0	T	92.5824	179399
geom_200_1	1	0	T	94.4491	273018
geom_200_2	1	0	T	94.2882	211461
geom_200_3	1	0	T	94.5892	770126
geom_200_4	1	0	T	93.5457	524775
geom_200_5	1	0	T	94.705	358357
geom_200_6	1	0	T	96.0082	200494
geom_200_7	1	0	T	92.8121	164310
geom_200_8	1	0	T	93.3	686209
geom_200_9	1	0	T	95.7513	117469
geom_250_0	1	0	T	-	-
geom_250_1	1	0	T	-	-
geom_250_2	1	0	T	112.017	576633
geom_250_3	1	0	T	108.75	520885
geom_250_4	1	0	T	106.222	546052
geom_250_5	1	0	T	109.932	363265
geom_250_6	1	0	T	-	-
geom_250_7	1	0	T	-	-
geom_250_8	1	0	T	-	-
geom_250_9	1	0	T	-	-
geom_300_0	1	0	T	-	-
geom_300_1	1	0	T	-	-
geom_300_2	1	0	T	-	-
geom_300_3	1	0	T	-	-
geom_300_4	1	0	T	-	-
geom_50_0	1	0	T	34.7848	581
geom_50_1	1	0	T	35.4633	1072
geom_50_2	1	0	T	36.8588	1340
geom_50_3	1	0	T	37.4842	1180
geom_50_4	1	0	T	38.7589	1171
geom_50_5	1	0	T	36.8529	1317
geom_50_6	1	0	T	32.7047	1647
geom_50_7	1	0	T	-	-
geom_50_8	1	0	T	34.5431	442
geom_50_9	1	0	T	37.924	953
geom_300_5	1	0	T	130.735	900298
geom_300_6	1	0	T	-	-
geom_300_7	1	0	T	124.806	899731
geom_300_8	1	0	T	-1	900495
geom_300_9	1	0	T	129.542	900226
geom_350_0	1	0	T	-	-
geom_350_1	1	0	T	-	-
geom_350_2	1	0	T	-	-
geom_350_3	1	0	T	-	-
geom_350_4	1	0	T	-	-
geom_350_5	1	0	T	-	-
geom_350_6	1	0	T	-	-
geom_350_7	1	0	T	-	-
geom_350_8	1	0	T	-	-
geom_350_9	1	0	T	-	-
